INDICATOR,EMPLOYMENT STATUS,COUNTRY CODE,PERSONNEL NUMBER,EMPLOYEE FIRSTNAME,EMPLOYEE LASTNAME,EMPLOYEE FULLNAME,EMPLOYEE FULLNAME (ENGLISH),EMPLOYEE FULLNAME (LOCAL LANGUAGE),EMAIL,LAN ID,COMPANY CODE,COMPANY DESCRIPTION,COST CENTER CODE,ORG UNIT DESCRIPTION,EMPLOYEE PAYSCALE,PERONNEL AREA DESCRIPTION,PERSONNEL SUBAREA DESCRIPTION,EMPLOYEE GROUP,CONTRACT TYPE,APPOINTING COMPANY,POSITION TITLE,HIGHEST LEVEL 1,2ND HIGHEST LEVEL 1,LOWEST LEVEL 1,HIGHEST LEVEL 2,LOWEST LEVEL 2,IMMEDIATE MANAGER NAME,IMMEDIATE MANAGER ID,SECONDARY MANAGER NAME,SECONDARY MANAGER ID,LAST HIRING DATE,ORIGINAL HIRING DATE,LOCAL SERVICE DATE,CONFIRMATION DATE,TERMINATION DATE,RETIREMENT DATE,EXPECTED RETURN DATE,LAST SERVICE DATE,DATE TYPE 1,DATE TYPE 2,DATE TYPE 3,DATE TYPE 4,DATE TYPE 5,GENDER,DOB,MARITAL STATUS,NATIONALITY,HANDPHONE_OLD,PERSONAL ID,PERSONAL ID 1,PERSONAL ID 2,PERSONAL ID 3,PERSONAL ID 4,PERSONAL ID 5,ACTION DATE,EMPLOYMENT STATUS CODE,PREFERRED NAME,ORG UNIT CODE,EMPLOYEE PAYSCALE CODE,PERSONNEL AREA CODE,PERSONNEL SUBAREA CODE,EMPLOYEE GROUP CODE,COUNTRY DESC,WORK CONTRACT,WORK CONTRACT DESCRI,JOB CODE,JOB DESCRIPTION,HANDPHONE,GROUP L2 ID,COUNTRY L2 ID,RESERVED1,RESERVED2,RESERVED3,RESERVED4,RESERVED5,RESERVED6,RESERVED7,RESERVED8,RESERVED9,RESERVED10,RESERVED11,RESERVED12,RESERVED13,RESERVED14,RESERVED15,RESERVED16,RESERVED17,RESERVED18,RESERVED19,RESERVED20,RESERVED21,RESERVED22,RESERVED23,RESERVED24,RESERVED25,RESERVED26,RESERVED27,RESERVED28,RESERVED29,RESERVED30
7cj7l,bSPbn,hQAIa,6LqDU,tMr1t,Exbxl,KOPVb,2erXd,VOVEn,UpBTq,Bzy3k,OwUDm,hWU7H,hMY6l,15-Apr,k3enw,suhf8,gzEw2,aNdM3,xPMS0,XMkB8,PVAP0,k5WAh,t1eug,HY18O,goZog,bJu3g,yiGr7,4oLOZ,5QQ3N,tpZWG,hkXGf,dCcBU,woQJs,y7RKE,NlYPw,8kB83,EVfuW,EI0SK,FuXoG,nLqRe,L7eJF,7U1Nm,0t9Vb,gl9h2,gjXko,NjPku,egzra,ujqa2,tQmjS,sM2VZ,XO4J3,VBwY4,8Thyy,cobP4,HoWQh,rbvtX,ZhbEM,xyXJW,3UX4g,Yn3b4,mbNGp,Emj4k,fDFme,NftHz,C0e9b,GKWvO,iXd5k,R2k4v,kXo3j,yfwRx,sehMX,4QNmo,fmGJS,7dC9B,WigCq,1vfp3,xo7Df,rpSFF,Sxfom,3VT9p,12Udv,5PrF2,pmObU,CjSVt,TqSWs,D3n87,7C0V5,DJlJQ,p0Leq,AQBZt,QmTTE,F5fk4,tQmvS,ZwhdO,OZ7di,9KD5e,8eioe,Nexkv,ySBbZ,KNuOL
ZDZSX,j5BRE,ZtXvm,tyyyR,13H8I,CvQZj,5wvYX,8zhtD,9dLaD,F5K7i,ZGRA5,Dhy1z,NAs8M,Ko8dc,Rvvwb,vvWiY,bKSbp,45tig,OWeBZ,d9HDs,M1TlQ,nbIpV,8pZXh,5avfI,8Utcq,5q9k6,RNOtL,H3nzl,7Plxm,QBOno,VVJdT,nAVf4,uBKBq,CR58G,4BPQg,akcDc,bfl0C,tNkjp,iLNLZ,WPkMQ,Wr0Fn,IDp4y,jSXZf,9.00E+23,jGUrW,UVhdk,yJKM7,rFfcY,sDkRz,Bkqco,20VWF,zUs6b,S3ZNp,Csxlx,YpxQO,RBzrF,ZVleP,31KvI,k4M64,RQeqO,zeKON,or3za,tz3sH,TjwVy,d70ZL,qi43F,PCcK7,pjtwf,znBtv,ECNF4,GLVwr,kM99D,HXChx,yn93f,mK1xB,xojGw,oF1mP,TThb2,E60IX,42RQu,JnFOm,dBctX,KpiQV,XQTaQ,osyYh,sNnwJ,YgYI0,EWgCg,Cml4G,ZM2BL,UbMwb,fSTBW,2fmpT,7rn3o,QLFIx,BxQUM,BSYaV,4fUxV,S0ocT,mCFjw,FZd87
0R9lp,1OkS1,KeFMQ,wHygd,SQpcW,CoPQ2,VpRC3,pCnqn,HgS9R,KeApC,5iGr9,jJGOU,VdeiK,vDDIN,9pJtU,upXct,RNSh6,sGC0C,GsyUY,ErFz1,NctQA,we61s,rlmpB,N4gEH,t9qvw,0dxOG,1oAN8,jqgLk,w5FUi,9MhhD,RtIE1,Bf6Hs,xhAyO,PBLcl,4p8ow,Pp4y3,TU0Yx,9.20E+23,jCUmX,7f9wN,Tdg8E,mrxXZ,M6vlJ,Z8ymk,YpDfX,KsTpx,PteWt,My0x3,y2yNv,c3jg5,5WtdB,6ZDHO,X71rH,njA0b,MlbkY,9UBMR,rTykG,hquan,VG17m,xgLX3,MhkUr,jfw2F,3ZjdD,ypjVZ,7QZvI,M7Hdd,kPZXw,kfVW2,rTmac,HfrRT,COwWq,EDVMr,CHgvD,sDpSf,069zn,Yp9rH,fMmiG,HDKOq,7AOX6,TA7IO,oFY82,LgFSV,HtE2i,Fwt2E,3TfHy,kZzEh,dOldI,pSTQw,bUOy5,Slzc6,IKBV9,H2qCD,MCgy6,GBIK3,RrADN,TUcWH,Q27hf,QWM1h,bmSNl,QYh2p,iZcRx
76nNc,Dixsf,GoYOo,4ITnB,HirJQ,L2diJ,lIF7n,C3TWO,wodBC,p0P6M,Feb-91,MaZoE,5HXyP,X7nFq,fDWQI,tGTV6,zXc1Q,TAf2K,wpuyk,lSkvR,RQsG8,RAN5X,54WJ0,Mc2f3,OcyBZ,rNh6G,cdYxg,1jR2n,QtGxU,0dvXZ,hKSbo,E4IXn,SUsO3,RdijU,ACWUE,5z4c2,T2DV1,Eo545,6y1Pq,QsaU5,dGHni,mS5NZ,r5orp,3lK1U,vfARt,SLnnU,yYkVH,okfRX,LK2tt,jNcI5,8p9zW,Y69Kz,sOY4V,29SbL,pAL4h,Z0zQx,2ZV6P,Lhs73,wASN3,lwnxp,0LmIf,Jbdld,BCIad,phZe2,87xlQ,T663t,hAM9T,T7gqP,tglMa,H9rJB,nTepf,O2kRw,3dnWG,WQ7vd,bSEsp,B5oq1,EcLyD,m3Y28,s2DGQ,0wo4A,uHIyy,yWPL7,tB6da,14uyP,npuot,toh1h,8NfPJ,Ry1IF,SHol2,KPCbv,LPabs,yjv9L,ocDZZ,jkKIf,SCtdb,U3Y3W,vOXJW,cQRGe,lSht5,CbQ6p,GH7B5
3eZKR,MxCxC,yP6SN,kKh8t,VfRSf,Pkxjk,ronCz,7KvU8,q0Pte,Kr5zS,n1rUp,pY56C,p52UC,OlCEr,NaKqD,1OvuI,ECmjZ,FLcHi,Iudcf,rMCeE,Ncqg6,6U7TD,k8Tph,0gRkG,qErCq,YnRKh,T9kLM,qiIqU,dw4O9,uYSWf,9y881,myQe8,3cOjc,CUPV7,UTb7p,30m5d,yl8d4,WxYTo,QCr87,uICO0,kMnDt,J6KdW,law7i,JpmJq,BhwnB,gsK8h,SSrS1,ZEhdA,fiZoi,VoVIl,7Od2e,SvCWg,04BXX,Pg2Ix,ha3Pb,UQe43,Lbr5l,mXrwy,sfrac,hJDUw,UE8pT,754d4,8vc09,9T6eu,UTa88,jV7xZ,vMRnP,13-Apr,Xkwz0,iYZAQ,AvTj6,bJCSd,FHsnh,l940j,OorxZ,u6iOg,93qQO,rD8Wv,CwDfj,7F3GC,8LWNc,xsXMf,OoDYB,0Ugue,no6oG,nsSPi,PxbZ7,MGipM,JMWSy,JebCY,AXAvp,uP7NA,za7ly,ihIn6,8yySK,gK7ID,XC8fg,mDJe4,XjqSO,DX0yR,c4mLy
asnFA,7mHOY,U46s6,EDSvY,i6pAc,nWFB2,ZKGff,WjiDB,o2dD4,IsVbP,io9LC,OD2fY,PdZBM,Tqe09,fEiFJ,CHvOK,QRHi5,RWlG2,pzgNf,JXuvs,9Wgug,UXy06,HEild,vVLW4,g4ISI,rLksD,J3HSR,OHDRZ,YAghS,FUAes,Qy2jn,9pxWL,OlaKT,9Civ3,F35Ao,4.00E+34,xL53t,Un2YD,8Ary7,bTG9n,5uMOm,rwJNl,xKdVB,wh9Gv,qoqGv,ryahf,mZtVp,ZDMrd,g0kJj,wdoWq,BOt93,XyGzj,GgN0Y,p5Klo,8CJeA,ltMF3,8U7jA,c6uqG,5EDrP,chVLT,4YQGx,A1SY5,kpfKk,ZmOdT,NriBB,BjVZG,PMmFy,FWAf2,9fCjp,xbB9H,ecesh,MrbgH,LqoEs,iaed0,4K339,Hfz5x,kfC0Z,oVYXp,uTXd0,22y73,3RN2I,Mosdu,Qbd0o,SS6Qr,a70le,wpLz3,vt2c8,A6Xjk,7Un4k,hnqWY,sMRVx,d8PAE,3nZa1,Wn75w,ZyqcU,lG7Tw,ZVdVk,Y1zmx,IwTse,Izcj9,b4iaN
lf1Hx,ue28V,5TVEq,ZEW1U,suYR9,QDQOo,RYPxx,djLEV,EtUx8,mltVz,OaSXK,WFZys,MHJ1x,BLRMI,xGsDk,Ypc78,OFJHS,m2gJw,gMBFk,7ZO1a,TebhL,WvOyT,XC15Y,1GinF,yKjHn,cAqS0,UCYDR,23FkV,P4iQx,KU7AA,pAPk8,qOMGY,uSSf7,FWeBt,MNqhc,fltx6,uzwYL,B53j9,NhPp2,fZY3x,4QHxM,jmSqB,I5H1o,XRuZM,jUzLZ,7KUKS,QPOTO,N1H80,5SQJy,yyKzt,rDD1J,ayWGA,67qss,lLGby,nRFHt,cFPn8,mZGaM,00Mvt,r2h96,rTbWT,NTkte,qsw4g,RKCHc,EB5Ju,x5izU,uV6lr,djEM2,V5vBn,wrdcQ,ToEya,qiQkm,xR0wN,6ikz6,dMX73,28-May,4TORS,thzIL,ls8vh,vyyFk,k6K6R,FBldD,lIxXz,jdnCG,mYrFw,mEeUk,n3fRn,zY6ID,EkrOK,7NEdH,KSPRR,Tgtx3,TOcpS,i3569,soQaB,gIHEt,xJEUC,TeLOb,FuN5v,zITiJ,ix3aq,y3YrR
CBFZQ,BocZr,SuUie,lM3AL,jzbXU,OIx31,VgWrp,InhNo,yHyGo,KkJzP,jvO3O,sWamH,GLsQ0,KAKtZ,yCfmz,23fTg,xbojF,WGGrd,BLJzx,vA0W8,1OaZJ,DVrDs,ail2l,Uhy1j,TJc50,O30II,kiW7Y,2cE9m,1Lhku,W6Kit,mOCT4,2-Nov-03,BFeEF,nqCGN,SSWRM,jY716,hP5dh,X9rOl,7qEJ9,WKCIf,dG44S,DigkO,cqbFU,ewWgK,ymnTg,6xKVk,VkizD,QGehS,xOFd1,s2Xu8,XJq84,ITVfq,G9jcN,YqAly,gNYTZ,EL5Yz,jB580,AZmgg,9o2w8,E7PpJ,qRqi6,U8sQe,Wk6tq,lkOm7,oOBDf,lvLSu,SgTBM,zDD6Q,vW3A7,an3D1,BbCdr,Niuqb,9VIk1,KIC05,auRQc,TvZvI,EPPpX,v9mrl,g52y9,uZ4gd,ZM8gX,v3ms8,Dz3Fm,9KKv4,eOCIb,AkHsN,QfzQx,G5F5I,JeooZ,fJBCI,94EgE,s4TG0,5moqw,JA2Ms,yEKAR,bc7yv,Yawds,BNd4g,RdDdt,rDlrS,JM7Di
0PnWA,NYNiE,90bRC,cjLdl,rhFBi,jMBtz,gNKJd,UhwFK,Rz6SZ,kSMre,8LEeK,UIrXz,WaqjZ,27wAA,WZdp1,T4YPZ,5fnJX,XHQTD,4NmWF,uRqsJ,e6Dxr,RicRu,r3M3h,xLkjs,IT7zb,wa36v,BQuai,B9f0q,cV9pD,ZKiTV,hPOKP,vIxeQ,1X4CT,oI1Lg,mzkui,Lqmmv,07nLv,NU57N,KQ0Dm,KmzIK,oh3AO,PXMlC,W745u,gn7J0,MTw3H,cA072,4CNUk,4-Oct,Fi127,lolsr,WfxFW,jjyFe,lJYrd,1rCtr,WQAbf,LTjqa,Mku3Z,FkH1H,KCxg2,xSZu6,vlNrI,GsEXC,OcDYv,xHMrN,19aFR,mN13a,J1V9D,PyKzv,fy3le,Kh0D8,gfMJh,hWXq9,8ElTk,hiyZE,qZ7pp,jfWja,cqTbH,RRW8f,gJ7tq,K0svj,JCp4p,AlZc3,krpH1,awubD,7Scpe,z3v8c,BDD8M,NpJqC,G6ehD,xr3QM,rAEvl,xFVAm,usrtj,tfgFR,l6Q5r,MXJDp,R4USI,ToNUU,yb9sW,UQUow,A0Cds
1rxFP,M7CJC,XiLIo,pntsH,HPFbB,4JzIX,Trocs,FH947,9yray,FP9IR,1Nz9t,bMESR,pLxnQ,Xt6fu,ZXssJ,eEVUd,MAe5a,FLf5C,W5JA5,khhJQ,9U89q,23fYw,rCUNK,vjEik,Q5wDV,2f7Bo,uTVsq,rX4yK,mnhWQ,crEOh,k0T5u,3qax2,yHKf3,47rHs,gq8LS,sAq2d,2YYdZ,IXmFq,CobKA,Q4g4x,0Y2l7,F8MbH,tDMkH,Ii4lr,DPC3A,cp4PU,FF3NS,iBMwH,idnkQ,IDLIK,GiyKb,88qQR,VBjmh,kMX1e,JtzWt,P3Rn8,uqflI,UyUld,3KL0m,LAk0L,nkeWg,EBNDo,6SO4X,Bxbzk,qx9YL,1SlUY,jd5tH,5GYLZ,vlJ2y,MpRsH,ZUv1q,CNxnY,GX2nB,7FBGz,MY8PL,KsxSb,B7zm1,RZADD,9P8Ak,n3PEq,O6P9K,SKD9q,aHpyZ,erxLo,i0rYs,LRIuO,HHQvC,tZ6oN,quWF8,1ILQO,0fTSL,pwxNa,oEduS,DUCaZ,aF364,lB5bM,10-Dec,Ue8r1,jO7du,I7hBd,cAXC2
z97d0,vElED,TPoSA,FKcxe,rEOsz,wOTsz,c7AME,Bbwl0,xIJdn,B9YKS,4lNgG,KGvPF,vEXwE,6O2cH,FNKXY,FskK3,aUi2V,Rq0yj,WLRkR,SYGWl,0sfE7,NWzM8,l9Qvt,36RXT,I6L0R,VEbcU,46Clm,Cl49Y,fFXWV,EGDVl,aPDUN,UkG94,QUsCK,kv3gI,W7Jon,fkudB,ghxEA,Kq2ag,hF46t,GQ2t2,2tyTe,4IdHU,ezJof,y6izJ,v6Bxm,st1oX,FX5q7,TAqtF,2PKcW,c6g39,wTnkD,t6BZU,nSOR4,XklsZ,BuFxd,ndwXS,ZWSN3,VdofZ,LURER,PnuEl,Ffq3U,WFJSI,uJdOC,h9UGN,frO8T,Ukgy4,KAPBS,dwE82,ukiL0,4qaxh,NygJY,JgIbn,Nx4AP,nWsN3,MP2Xz,9VabJ,egLTU,Jan-88,EksQS,hWBIh,PWUBm,CHmk2,vNRFN,yUSka,t8bXn,DAXFa,gs8w0,QRSIf,Y3XI0,O9eMb,bh876,wsSS6,bkPUe,xmFZx,RJDYM,dLQOW,LGvkc,mYVUg,4Byah,XHKHS,Smhnd
xW7lm,kb40K,mTe5P,8tyUK,yKiAO,kQdRO,X3q1W,Kx27C,aVE4d,XidFJ,LeCJu,kODn8,aqH7O,PmkNm,AuTmo,YlFlq,LVWWX,yCtAG,U6Bag,YHnUo,kNgvJ,vtkUY,tRdsQ,RkWQL,pI0ny,iSyzq,grDgs,xfb0w,HhtHl,fjsup,gSu1s,bTJSm,axU9N,udh3w,W8vGr,sPq6O,qbnjv,rMbkc,VS13Y,FAjgQ,bMnov,zAY6m,xTpOT,sH7GU,nDLoR,wUlgN,GaMFB,Z14h4,O2vOw,hIYh4,e691q,UN3A9,IQVNW,wRiuH,GhOF1,ScrgH,SM0sD,27XA0,08O5c,9G7ys,wENki,G0C51,DEP3H,mK1Wv,SRp5U,JDQvK,Pql3v,xB6zL,td3AM,PXHwV,9.10E+26,l6Zq0,JHtpN,EsPJA,r25qE,Z77Y7,izqvE,bYXcQ,gYAPe,L2nwa,8RJPA,JuFwV,ZfyLg,kz3WV,QYv28,HnAhZ,wyeWj,mbyor,fwUT2,Zf17U,WQCbT,yOeVd,Nc2FN,ckTuF,9zSoS,ze8X0,MyMjY,cSyvS,Sgo2k,sAfrL,VaP5M
W79QX,EfGCP,CEM0v,UteZV,tBZ5q,AtcAa,w3Ic5,b038Z,QNJyA,qrRtQ,kcitj,t17gl,R09pB,5Y2NQ,isgC9,mHJUl,EEWDl,r126P,KJhNR,IHAOO,kzRJx,32ZTR,oc2PP,k6Gve,uTYMH,V83Ej,I0mE8,I9Z6t,CS0eN,HYUyD,7ZLyF,00TH5,zCTFS,hFBXV,yjjLN,CrsPi,5iplV,AInIL,m33HK,JKcox,Rf6FA,ubA1q,crAPt,mwdGR,982oz,iKExP,ELgZv,dc3tM,kdB1E,YIyw1,T5See,3uWq7,x2Pd2,JZpjs,xGT10,HIQ5e,nvw7P,ZSC63,c0V7o,5kVYo,TmR8p,dttqA,uAdLu,jdMeS,0rZzC,nZomO,1EmgB,Py0jr,m0Iax,EPZjn,hbS4q,w05ZR,g7rFe,RkRbo,YpZtj,iDqpG,4uqKq,wWLkJ,Lw0pn,BRGIE,feSAg,75ARX,TilTE,wYycf,AjTia,txGOp,9KEjy,FGlkY,idRzu,E3zq1,yCpAy,yRWfT,0ibrv,1.00E+305,pGeEb,o5AHZ,86cGS,J5vSK,bEz0b,b7LhZ,XLrce
MLDC5,5Klu5,245Bt,eYJrz,qaBMM,wDPci,BzM9u,RQvqu,7cub6,UfCOi,7900Y,G36ze,IctLT,5sQCQ,8I8qK,juoeT,XtcSt,H1GDO,RtVva,VKqff,oTpM1,HgAZI,TxZd7,uuWBJ,M0ofu,RheZf,hP8Cf,IEvm2,ZVzOb,Ra4vH,IwxKg,Q5qd5,eUCHW,wazGI,PiZGW,OMUMa,hcVmB,Q27hr,aO14Y,wVC1a,1TUsG,19-Sep,Qfe8D,pRBEy,ECJlr,ffn9E,MHW35,hxaPf,EHqX1,AAZ9b,V1Ndu,JwuoU,BAd2G,LKLNp,yGoOR,wATZT,bgWLR,si3E3,axEyR,FbUvz,GVd6u,iXXuW,dQA7F,ycv9I,Tfrui,cfRyh,aTF3R,G1VIA,lw6du,nGTGP,3g6AS,Gat2k,ZHC3q,0xWOQ,AOC2O,qUerQ,a8UtW,Cagz4,GHZQy,biWrF,po8fw,n8LDk,tUxkP,FVQel,pdt8s,Fjewj,vPKfb,GvCFC,1DnXB,iZLVv,SqDFO,ZQh86,mozdj,SPr4Z,CYk9a,LFHKP,sodfX,4xrKk,vVSUP,jShGq,FmnBH
a7QD9,5QKmj,YJzCu,uBcqb,sVhQh,PAJcJ,4QLGs,6Ec3x,U2hB9,x4qWM,bBh5n,ttLgh,cyn5b,j4ZRP,vIXWw,FtOfW,DSGNy,vFf4l,h9Pm2,5YVm1,t0BE2,hbnwY,31pY4,WAUNa,sJP17,U04NZ,Ebk75,Yll2G,4SJS5,GJW40,A8KtX,XwbDf,xvE7A,m0TnG,b8G83,fmo1Y,Kh7fy,H2XOQ,a3CAf,0dWpy,v0FLX,9eCSh,c7sbM,cLj5H,65IJN,0XLek,kqCMI,pVPcn,IsC58,4nfkV,ZRgUC,h9CrG,6AgOl,RrQSB,1UIMk,tTq7k,HBO5Z,8RKtU,dzCqy,5kKfu,C4jGI,x0fmF,xhWsc,cSM9k,M9y6y,gwv3K,ZdbS0,XJ6hr,rUfu2,6XmNc,BfnjH,QluSm,zkwEE,pdY2X,0O7Hl,LTEMd,fomHm,rPG5Q,BXIBk,sfcNn,lsJxg,QAXZA,6q90W,PCNRB,tKCob,l7zXt,TPAQv,ek8KC,Un6hb,oQL7I,ODxyx,rTb9K,kGCHx,edxxq,vxv8F,gabtG,LqHCW,jkXFN,2.00E+57,MG7d7,FYWPc
71mbM,5aCqL,by0lm,cdqW7,JCl72,wpeYg,3pUkF,kRhrV,4PCfm,bnNwI,NkRbR,v38O6,uynHq,stLsc,fEAmr,9VAn0,5pzdH,Uj5RY,5rTTn,sbMWP,XzeUh,ZoT7K,qkVVO,RFAGp,AVWLo,BqApy,wFjoG,N3OdY,jlpC5,1E4tv,yqn24,gNauY,nHeJp,ugQHy,h8wdd,INrEd,QE4ya,EDgbC,s2Sht,zs4aE,h1OzM,ldSYy,g0XUD,NNOyX,o4Yaq,uAqnL,VlZtM,nW9S7,1fmkB,14ma6,YGQWN,UJ7vG,MOBhB,wtnKy,Vbwdj,XnuOi,HKA9v,6Jqhe,u4TgF,lQaBN,hP6bn,plk0h,etX6b,AWCHA,hgwQQ,03iDN,ps2ec,G8zfc,rLzOB,oEgbG,1dwLa,7r9Iy,oHqOL,H20AT,aAxnc,mI4y2,zZKi4,b1IzG,7.40E+07,tcrmu,1ttax,NW0zL,vWy1U,VdVVe,Xfuxo,FhFNt,IQ9up,VgAUh,tsuld,lxMCf,IZ38j,tEioD,N5hOE,rrHuh,GaTUr,mENxo,LOgA8,Jo9Lu,c2aET,ajzY1,H8Dbb
ajzzw,9YPKZ,kXMj9,sbRGU,XMOOy,CNAh2,X7kRk,0XZPz,a49H0,sKqHZ,rSpIb,KII4k,F7vyQ,sBnAg,QxQtc,s6kXL,mgVWh,wePBt,PTL9D,9OzIm,84Ylc,z5or3,EcLR4,iwF9l,HI30v,7BZ69,WvtoI,62jMf,9fGd0,ZbOhf,FDac7,NnKCI,GJ1pi,m0KAp,Esl4R,OVkTG,RvX7g,fs4ds,jckSV,Iphs1,PxiXp,lvcok,yDk6F,66Ug7,G5qQ0,K1F2n,CiAkR,gP7dz,QOpK1,HmKGI,Vhn0n,hKnow,hRinV,AHFAx,QQjc2,UYJFo,nRDuf,mvIBh,xZusn,iWUSm,PmMDh,dTrVB,HpXbS,IQPxB,e3W5A,o7HEg,QYJwC,3i4Rv,fok3e,oMSfY,EOHMq,RTYaV,pp7hb,OYHPV,AeGUC,ZRCnh,iaN21,VgxWm,UdqOe,Apr-82,zqLeG,ArwjT,ayr73,3HFCp,YzB4a,ANx6g,PZA4v,EeN2d,bkKu7,ViKaK,AcEX8,rrgez,G9EVl,E4621,YZcEa,wmMpJ,1fgUN,R7nC1,i6z5V,6B9Ss,6tflZ
SucCH,dDT4e,lIpp8,gH4GJ,bOTJC,CdUig,3j9u6,DyJXd,PrQku,GWHRQ,hwucE,Gy82A,iDF53,O0nfG,aoIeo,wTTW2,xOvc0,DM25a,dkrYZ,Oh1bL,C7n1j,hZnaz,rK5VQ,ajErz,h0vbC,xmQQ9,hHizC,z8QFb,TnjfU,WrXGV,5wRua,P9SY1,jI2qP,EOF1u,1JnNf,92y1z,6KbRV,9z2Rb,0q45h,3CQXF,dsM47,mDanF,H6BUe,f4y1P,ZGFBk,SF7Ga,BihAH,ua3iB,kLooP,iXm95,Y4r3y,iFQv2,hfHcR,TS57s,pmbuQ,wQ9vG,cUvJA,Ql6I0,sSbTW,pOeIE,fv5tu,N2w1M,JHbKA,ltaXQ,UNBjY,uEUi4,7FIsT,SwF6h,1W4Ng,n0UKR,na6RN,HFnNU,3tzWm,Vr4Te,pctRD,Kz2Sa,mRygY,5.10E+37,ewv2L,5XMay,Gx01S,0sVDg,AAL3T,C7hqM,TZ1WA,8T4VI,I2f7g,woK4c,lW8cC,pt2KN,XEZic,r3Kvk,xRPaI,Yz3Dd,lOp2L,NKYIr,TBQrw,OTtRt,Cz6jj,mlvcf,ISUPA
7Lu7w,Wtpc0,m1ACW,I9Mjp,bSo9D,9M9Cv,8rlDH,FojrJ,611D1,kprAn,yDaz6,ywOXO,7XcLM,siJ1I,W9YdW,WwqFG,3tucj,5woak,7Kj4l,pWVRb,uQWbA,TI5Gj,SMFHb,SYGnv,naqXg,WmKaj,YIGky,wcdhg,zpK35,PvrOA,2VFO4,RhmtH,fKopx,3Y9cV,6TwZM,H5HFc,DoN4X,KnKSS,3xitW,GjPTK,6DFkX,sbruw,7nVpz,bDxkZ,JJZwK,Lm4x9,Z1eo1,JdKhZ,p4tSg,LGYnq,YuiHX,wt5ZJ,9Ar9D,rOWkj,B7AYG,ltwhK,U04BR,74s3s,8FLCP,FfGqE,05cgx,tpWYV,4XeHO,uU4Kw,cz7cl,Hec7Q,BxnrV,38LVS,ekgli,UjMw7,x2r5k,c2RrL,rgFyq,mQu5Y,3g6Ez,68po1,6zVGC,7685,rVCcq,jeLp5,AX8k9,G7orA,HWfTA,rmqKN,3GNz5,LhtBP,SRcRJ,Bmrti,RPJb5,HGGh5,07aqV,xM8QZ,QPyCh,5y0dM,Oo9gV,UejPD,fNTJ8,Ibp2z,iNEDu,9jaNo,ILSSw
0haqZ,56REW,jZHGm,Xxk0n,fwSEv,PaDS0,7z3e2,SWPad,Yl9xT,RFzKd,Qx1Tw,WZ5oO,gP3AY,iNNOI,R16lf,eIdbr,Y5Ymv,h4y5u,ThhJw,BMH4Z,rzbmu,9Trch,6FlA5,tM9O4,kH1Vx,bZO1U,RS2AX,Cm2Bb,lcFRI,yxLEj,1UzFk,kBlRC,nGS4e,DU7P2,Bn1cB,MVbTa,I2w6Q,b9B3u,3LWVQ,1-Feb,f7aXV,8idOk,XEW9l,8mi8B,KsMdm,ky3Cz,NI5I0,bGjDY,ymYdB,agLGV,NXrCU,Gh2ob,lnXx0,j61LC,GGM7c,h9koT,CVBnS,EOo3z,KQsYK,ERVUA,6qnOY,K2kJI,f9U7e,10vOK,1XtDO,Q5CLT,Ccs2w,qN3Qy,OO5s4,bdAoU,IxuDU,zGG47,7K9LB,EejW7,fMirm,ZEs52,qU0k2,Ko70T,Yb1KP,jVtKn,4Vi9E,maq8F,fTA1U,0NRDG,uOeXD,EpMKR,txNZa,Bq3K3,AS90Z,y6uim,i258c,DHQcP,P9P1z,Onli6,aNrie,U9zen,v5Yap,Ani0g,xOb8t,rhaNj,D2Hdl
XHvw1,Cfyi0,f1niS,2r4eW,gfQl8,6Xcsc,2qw4z,1.05E+10,JVh3O,Lp3Vx,fjYlB,lXh7O,xNdXC,9r5to,fpHrL,JNOXP,eCiPm,7oT4X,HkiJA,3orti,ZQEKS,U3P1z,Pk69C,cCUmi,nMCJA,fgcL7,sUwOY,aRrAK,836H5,uyfBF,6U8AL,W2q9I,jEbrw,jcLHB,mt9iu,gnZHg,paYQm,N7Lm4,tM8Pp,1P12r,2RBzW,ESoxe,Yu4To,Qt9My,VLswl,crqHk,2X46Q,91ByK,rwdSs,1bwNh,ZaV3i,TjYc6,CFw94,AA31e,Uj60a,mqU8M,0yXmZ,O8job,nqGM6,Hifaw,UQX8e,kBARN,xzho8,6dS97,hrVfl,tR2Ka,E6Pwr,F6378,1rD3i,Wg2Ql,K2tTA,0Q4Kl,eHObA,Fvhml,JPShO,VI1Es,9I5oj,SfqsC,uIrez,VQzST,bWiiS,rXvXQ,FNE4A,l7ZPW,YgrmX,tNU3b,BWvtf,8YnnS,m4R8h,atIW8,4AUzR,83k34,qp0N0,g93Ww,cKh8H,WqabA,k0jg4,iBVCL,OShTd,tCtjp,M5qXC
